OTU	Size	Kingdom	Phylum	Class	Order	Family	Genus	bootstrap1	bootstrap2	bootstrap3	bootstrap4	bootstrap5	bootstrap6
Otu01046	99	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	GR-WP33-58_unclassified	100	100	100	100	100	100
Otu01047	99	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	100	100	100	100	100	100
Otu01048	99	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified	100	100	100	100	100	100
Otu01049	98	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	100	100	100	100	100	100
Otu01050	98	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01051	98	Bacteria	Deferribacteres	Deferribacteres_Incertae_Sedis	Unknown_Order	Unknown_Family	Caldithrix	100	98	98	98	98	98
Otu01052	98	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Candidatus_Entotheonella	100	100	100	100	100	100
Otu01053	98	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified	100	100	100	100	100	100
Otu01054	98	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01055	98	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	100	100	100	100	100	100
Otu01056	98	Bacteria	Bacteroidetes	Cytophagia	Order_III	MAT-CR-P4-C12	MAT-CR-P4-C12_unclassified	100	100	100	100	100	100
Otu01057	97	Bacteria	Bacteroidetes	Cytophagia	Order_II	Rhodothermaceae	Rhodothermaceae_unclassified	100	100	100	100	100	100
Otu01059	97	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	100	100	100	100
Otu01060	97	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified	100	100	100	100	100	100
Otu01061	97	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacteraceae_unclassified	100	100	100	100	100	100
Otu01062	97	Bacteria	Gemmatimonadetes	Gemmatimonadetes	PAUC43f_marine_benthic_group	PAUC43f_marine_benthic_group_unclassified	PAUC43f_marine_benthic_group_unclassified	100	100	100	100	100	100
Otu01063	97	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified	100	100	100	100	100	100
Otu01065	97	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta_2	100	100	100	100	100	100
Otu01066	97	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geothermobacter	100	100	100	100	100	99
Otu01068	96	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	JTB255_marine_benthic_group_unclassified	100	100	100	97	97	97
Otu01069	96	Bacteria	Acidobacteria	Holophagae	Subgroup_23	Subgroup_23_unclassified	Subgroup_23_unclassified	100	100	100	100	100	100
Otu01070	96	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01071	96	Bacteria	Bacteroidetes	Cytophagia	Order_II	Rhodothermaceae	Rhodothermaceae_unclassified	100	100	100	84	84	84
Otu01072	96	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	100	100	100	72	72	72
Otu01073	96	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified	Gaiellales_unclassified	100	100	100	100	100	100
Otu01075	96	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	100	100	100	100	100	100
Otu01076	95	Bacteria	Gemmatimonadetes	Gemmatimonadetes	PAUC43f_marine_benthic_group	PAUC43f_marine_benthic_group_unclassified	PAUC43f_marine_benthic_group_unclassified	100	100	100	100	100	100
Otu01077	95	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oceanospirillaceae_unclassified	100	100	100	100	100	78
Otu01078	95	Bacteria	Acidobacteria	Acidobacteria	Subgroup_17	Subgroup_17_unclassified	Subgroup_17_unclassified	100	100	100	100	100	100
Otu01079	95	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	100	100	100	100	100	100
Otu01080	95	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1	100	100	100	100	100	92
Otu01081	95	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	100	100	100	100	100	99
Otu01082	95	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified	100	100	100	100	98	98
Otu01083	95	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	100	99	99	99
Otu01084	95	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinaceae_unclassified	100	100	100	100	85	53
Otu01085	95	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Methylohalomonas	100	100	100	99	99	99
Otu01087	95	Bacteria	Bacteroidetes	Cytophagia	Order_III	Unknown_Family	Unknown_Family_unclassified	100	100	100	100	73	73
Otu01088	94	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	100	100	100	100	100	100
Otu01089	94	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae	Actinopolyspora	100	100	100	100	100	100
Otu01090	94	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01091	94	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	BIrii41_unclassified	100	100	100	100	100	100
Otu01092	94	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	100	100	100	85	85	85
Otu01093	94	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01094	94	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfuricurvum	100	100	100	100	100	100
Otu01095	94	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae_unclassified	100	100	100	100	100	96
Otu01096	94	Bacteria	Latescibacteria	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	100	100	100	100	100	100
Otu01097	94	Bacteria	Acidobacteria	Subgroup_26	Subgroup_26_unclassified	Subgroup_26_unclassified	Subgroup_26_unclassified	100	100	100	100	100	100
Otu01098	94	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified	100	100	99	99	98	98
Otu01100	94	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	100	100	100	100	100	100
Otu01101	94	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	100	100	100	89	86	71
Otu01102	93	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Pelagibius	100	100	100	100	100	93
Otu01103	93	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified	100	100	100	100	75	75
Otu01104	93	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	100	100	100	100	100	96
Otu01105	93	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfocapsa	100	100	100	100	100	98
Otu01106	93	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	100	100	100	100	100	69
Otu01107	93	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	100	100	100	100	100	100
Otu01108	93	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_unclassified	Gemmatimonadetes_unclassified	Gemmatimonadetes_unclassified	100	100	100	95	95	95
Otu01109	93	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	100	96	96	96
Otu01110	93	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified	100	100	100	100	100	100
Otu01111	93	Bacteria	Acidobacteria	Holophagae	Subgroup_10	Subgroup_10_unclassified	Subgroup_10_unclassified	100	100	100	100	100	100
Otu01112	93	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_8	100	100	100	100	100	82
Otu01113	93	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	OM1_clade_unclassified	100	100	100	100	100	100
Otu01114	93	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca	100	100	100	100	100	100
Otu01115	92	Bacteria	JL-ETNP-Z39	JL-ETNP-Z39_unclassified	JL-ETNP-Z39_unclassified	JL-ETNP-Z39_unclassified	JL-ETNP-Z39_unclassified	100	100	100	100	100	100
Otu01116	92	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	100	100	100	100	100	100
Otu01117	92	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group	100	100	100	100	100	95
Otu01118	92	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	100	100	100	100	100	100
Otu01119	92	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	100	100	79	79	79	79
Otu01120	92	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified	100	100	100	100	100	100
Otu01121	92	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacteraceae_unclassified	100	100	100	96	96	96
Otu01122	92	Bacteria	Bacteroidetes	Cytophagia	Order_III	Unknown_Family	Fodinibius	100	100	100	100	100	100
Otu01123	92	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	58	58	58	58
Otu01124	92	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	OM1_clade_unclassified	100	100	100	100	100	100
Otu01125	92	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified	100	100	100	100	100	100
Otu01126	92	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	100	100	100	100	100	100
Otu01127	91	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca	100	100	100	100	100	100
Otu01128	91	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	100	100	100	100	100	100
Otu01129	91	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	100	100	100	100	100	94
Otu01130	91	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	100	92	92	92
Otu01131	91	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	100	100	100	100	100	100
Otu01133	91	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	Unknown_Family	Bryobacter	100	100	100	100	100	100
Otu01134	91	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	KI89A_clade_unclassified	KI89A_clade_unclassified	100	100	100	100	100	100
Otu01135	91	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaerales_unclassified	Oligosphaerales_unclassified	100	100	100	100	100	100
Otu01136	91	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Phaeodactylibacter	100	100	100	100	100	100
Otu01138	91	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	100	100	100	100	100	99
Otu01139	91	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilineaceae_unclassified	100	100	100	100	100	100
Otu01140	91	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Anderseniella	100	100	100	100	100	100
Otu01141	91	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	84	84	84	84
Otu01142	91	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	100	100	100	100	100	100
Otu01143	90	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified	100	100	100	100	99	99
Otu01144	90	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	100	100	100	100	100	99
Otu01145	90	Bacteria	Planctomycetes	vadinHA49	vadinHA49_unclassified	vadinHA49_unclassified	vadinHA49_unclassified	100	100	100	100	100	100
Otu01146	90	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	100	100	100	98	98	98
Otu01147	90	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified	100	100	100	100	100	100
Otu01149	89	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	100	85	85	85	85	85
Otu01150	89	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	100	100	100	97	97	97
Otu01151	89	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospiraceae_unclassified	100	79	79	79	78	78
Otu01152	89	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified	100	100	100	95	88	56
Otu01153	89	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	100	66	66	66	66	66
Otu01154	89	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified	100	100	100	100	100	100
Otu01155	89	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	100	100	98	98	98	98
Otu01156	89	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified	100	100	100	100	100	95
Otu01157	89	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae_unclassified	100	100	100	99	99	99
Otu01158	89	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_unclassified	Rhodospirillales_unclassified	100	100	100	100	100	100
Otu01159	89	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01160	89	Bacteria	Bacteroidetes	Cytophagia	Order_III	Order_III_unclassified	Order_III_unclassified	100	100	100	100	83	83
Otu01161	88	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01162	88	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01163	88	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Candidatus_Entotheonella	100	100	100	100	100	100
Otu01164	88	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Orenia	100	100	100	100	100	100
Otu01165	88	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified	100	100	72	72	72	72
Otu01166	88	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081_sediment_group	100	100	100	100	100	99
Otu01167	88	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Haliea	100	100	100	100	100	73
Otu01168	88	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacteriaceae_unclassified	100	100	100	100	100	78
Otu01169	88	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	100	100	100	100	100	100
Otu01170	88	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	100	100	100	100	100	100
Otu01171	88	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	100	100	100	72	72	72
Otu01172	88	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Gallionellaceae_unclassified	100	100	100	90	90	90
Otu01173	88	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified	100	100	100	100	100	100
Otu01174	88	Bacteria	Proteobacteria	BJGMM-U27	BJGMM-U27_unclassified	BJGMM-U27_unclassified	BJGMM-U27_unclassified	100	100	100	100	100	100
Otu01175	88	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	100	100	100	100	100	100
Otu01176	87	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	100	100	100	100	100	100
Otu01177	87	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_unclassified	JG30-KF-CM66_unclassified	JG30-KF-CM66_unclassified	100	100	100	100	100	100
Otu01178	87	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	100	100	100	100	100	100
Otu01179	87	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01180	87	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	100	100	100	100	100	100
Otu01182	87	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	100	100	100	100	88	88
Otu01183	87	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	Gastranaerophilales_unclassified	Gastranaerophilales_unclassified	100	100	100	100	100	100
Otu01184	87	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	100	90	90	90
Otu01185	87	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	97	97	97	97
Otu01186	86	Bacteria	Bacteroidetes	SB-5	SB-5_unclassified	SB-5_unclassified	SB-5_unclassified	100	100	100	100	100	100
Otu01187	86	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_unclassified	Rhodospirillales_unclassified	100	100	100	99	99	99
Otu01188	86	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	100	100	100	100	100	100
Otu01190	86	Bacteria	Hydrogenedentes	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified	100	100	100	100	100	100
Otu01191	86	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	KF-JG30-B3_unclassified	100	100	100	100	100	100
Otu01192	86	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified	100	100	100	100	100	100
Otu01193	86	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified	100	100	100	96	77	77
Otu01194	85	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Fonticella	100	100	100	100	100	80
Otu01195	85	Bacteria	Acidobacteria	Holophagae	Subgroup_23	Subgroup_23_unclassified	Subgroup_23_unclassified	100	100	100	100	100	100
Otu01196	85	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	100	100	100	100	100	100
Otu01197	85	Bacteria	Gemmatimonadetes	Gemmatimonadetes	PAUC43f_marine_benthic_group	PAUC43f_marine_benthic_group_unclassified	PAUC43f_marine_benthic_group_unclassified	100	100	100	100	100	100
